Name,Likes,Activity,Local,Date,Hour,Weather
Eve,home_activities,Cooking ,New Jacquelinefurt,2023-10-15,09:34,Snowy
Charlie,sports_activities,Hiking ,Leeborough,2023-10-07,21:11,Windy
John,physical_activities,Roller Skating,Davilaport,2023-10-05,12:43,Cloudy
Bob,water_activities,Whale Watching,Walkerfurt,2023-10-06,14:41,Sunny
Jane,artistic_activities,Wine Tasting,Kathleenport,2023-10-11,11:03,Windy
Eve,home_activities,Painting ,South Joanna,2023-09-16,15:29,Windy
Bob,water_activities,Potluck Dinner,Port Rebecca,2023-09-29,23:06,Cloudy
John,physical_activities,Baseball,Marissaton,2023-10-12,10:18,Windy
Jane,artistic_activities,Magic Show Attendance,Boonetown,2023-10-09,07:14,Cloudy
Doe,night_activities,Walking the dog,West Vanessa,2023-10-04,03:55,Sunny
Jane,artistic_activities,Writing,North Cassandra,2023-10-10,15:38,Snowy
Doe,night_activities,Potluck Dinner,Ortegaport,2023-10-06,16:53,Cloudy
Bob,water_activities,Kayaking,Port Valerie,2023-09-24,10:00,Rainy
Charlie,sports_activities,Potluck Dinner,Davidsonport,2023-10-06,00:39,Sunny
Doe,night_activities,Movie Watching,New Nicole,2023-10-07,10:23,Sunny
Jane,artistic_activities,Dance Class,Ortegastad,2023-09-29,08:42,Sunny
Bob,water_activities,Surfing,Richardstown,2023-09-25,18:05,Snowy
Alice,outdoor_activities,Sunbathing ,Lake Dawn,2023-09-26,07:18,Windy
Mallory,extreme_activities,Skiing ,North Brittneyborough,2023-09-17,16:09,Snowy
Charlie,sports_activities,Rafting,East Alectown,2023-10-13,12:12,Cloudy
Bob,water_activities,Whale Watching,East Daniel,2023-10-14,18:50,Windy
John,physical_activities,Facial Treatment,Port Tina,2023-09-20,06:51,Sunny
Alice,outdoor_activities,Hiking ,Port Marietown,2023-09-25,22:42,Rainy
Eve,home_activities,Yoga ,Arnoldchester,2023-09-20,20:41,Snowy
Mallory,extreme_activities,Skiing ,New Wyatt,2023-09-29,15:58,Sunny
John,physical_activities,Tennis,Danielfort,2023-10-10,06:29,Cloudy
Eve,home_activities,Cooking ,Moniqueport,2023-10-08,15:27,Sunny
John,physical_activities,Facial Treatment,Port Elizabeth,2023-10-02,17:20,Sunny
Alice,outdoor_activities,Fishing ,North Emily,2023-10-08,12:03,Sunny
Alice,outdoor_activities,Sunbathing ,East Stephenside,2023-10-07,20:03,Rainy
Mallory,extreme_activities,Rafting,Thomasfurt,2023-10-03,13:20,Cloudy
Bob,water_activities,Canoeing,Quinnview,2023-09-20,12:17,Windy
Mallory,extreme_activities,Stargazing,Laurieside,2023-10-12,00:07,Rainy
Charlie,sports_activities,Fencing,Mooreview,2023-09-26,19:19,Sunny
Jane,artistic_activities,Hiking ,Port Pamelaland,2023-09-21,04:51,Sunny
John,physical_activities,Yoga,West Francisbury,2023-10-04,11:12,Snowy
Charlie,sports_activities,Dancing ,Robinsonview,2023-10-15,06:44,Snowy
John,physical_activities,Massage ,Port Danielside,2023-09-20,08:52,Rainy
Eve,home_activities,Playing a musical instrument,New Robert,2023-09-28,18:25,Sunny
Charlie,sports_activities,Basketball,East Cindyview,2023-09-22,11:06,Cloudy
Charlie,sports_activities,Kite Flying,West Kathrynville,2023-10-13,13:18,Sunny
Alice,outdoor_activities,Walking the dog,Lake Kelseymouth,2023-09-30,05:44,Cloudy
Alice,outdoor_activities,Movie Watching,Grimesfort,2023-10-13,00:00,Windy
Eve,home_activities,Chess ,East Christopher,2023-10-06,12:04,Rainy
Alice,outdoor_activities,Golfing ,Cruzton,2023-09-27,19:38,Cloudy
Jane,artistic_activities,Knitting,South Kristen,2023-10-10,11:44,Sunny
Doe,night_activities,Stargazing,Anneland,2023-10-02,19:52,Windy
Doe,night_activities,Walking the dog,North Zachary,2023-09-16,02:36,Rainy
John,physical_activities,Roller Skating,Kentchester,2023-10-08,09:45,Sunny
Doe,night_activities,Movie Watching,Lake Shannon,2023-09-19,21:20,Sunny
Mallory,extreme_activities,Surfing,Geoffreymouth,2023-09-26,11:13,Snowy
Doe,night_activities,Stargazing,West Laurieshire,2023-09-19,04:02,Sunny
Jane,artistic_activities,Antique Shopping,Haleyfurt,2023-09-19,16:04,Windy
John,physical_activities,Manicure/Pedicure,North Michelletown,2023-09-29,16:39,Sunny
Mallory,extreme_activities,Walking the dog,North Isaac,2023-10-12,01:45,Windy
Doe,night_activities,Movie Watching,Cobbton,2023-09-27,05:49,Snowy
Jane,artistic_activities,Circus Attendance,Kimburgh,2023-10-02,09:40,Rainy
Mallory,extreme_activities,Snowboarding ,Beckermouth,2023-10-13,16:41,Windy
Eve,home_activities,Farming Activities,West Brittney,2023-10-10,15:19,Snowy
Doe,night_activities,Movie Watching,Hernandezland,2023-09-21,05:08,Rainy
Charlie,sports_activities,Movie Watching,West Jasonview,2023-09-29,00:35,Cloudy
Jane,artistic_activities,Walking the dog,Port Michael,2023-09-16,21:21,Rainy
Jane,artistic_activities,Art Class,Lake Scotttown,2023-10-05,09:58,Sunny
Doe,night_activities,Potluck Dinner,Leemouth,2023-09-19,08:01,Windy
Jane,artistic_activities,Movie Watching,New Shawn,2023-10-04,23:14,Snowy
Eve,home_activities,Movie Watching,Crystalside,2023-10-03,22:37,Cloudy
Eve,home_activities,Potluck Dinner,Curtiston,2023-10-05,20:08,Rainy
Doe,night_activities,Potluck Dinner,Callahanville,2023-10-02,12:57,Cloudy
Jane,artistic_activities,Theater Visit,New Patrickport,2023-10-08,15:34,Rainy
Bob,water_activities,Swimming,Cassandrastad,2023-09-24,18:49,Snowy
John,physical_activities,Gym Workout,South Shannon,2023-10-08,09:11,Rainy
John,physical_activities,Stargazing,West Michaelland,2023-10-13,03:15,Sunny
John,physical_activities,Stargazing,Davisburgh,2023-10-06,04:51,Cloudy
Alice,outdoor_activities,Fruit Picking,Seanshire,2023-10-04,13:22,Rainy
Doe,night_activities,Walking the dog,Heidiberg,2023-10-06,07:33,Sunny
Mallory,extreme_activities,Movie Watching,Michaelberg,2023-10-03,01:42,Windy
John,physical_activities,Swimming,South Hannahshire,2023-09-18,09:33,Rainy
Alice,outdoor_activities,Golfing ,Lake Rosefort,2023-10-05,18:48,Sunny
Jane,artistic_activities,Walking the dog,East Williamstad,2023-09-16,04:23,Rainy
Charlie,sports_activities,Movie Watching,Gutierrezport,2023-10-10,04:39,Sunny
Bob,water_activities,Sailing,West Omar,2023-09-17,20:18,Rainy
Bob,water_activities,Surfing,Ericksonview,2023-09-19,07:46,Rainy
Charlie,sports_activities,Fishing ,Jenniferville,2023-10-12,09:21,Windy
Bob,water_activities,Whale Watching,East Gene,2023-10-12,10:00,Windy
Doe,night_activities,Movie Watching,West Angelaville,2023-10-03,22:32,Sunny
Mallory,extreme_activities,Rafting,Kimberlystad,2023-09-24,17:12,Cloudy
Jane,artistic_activities,Movie Watching,Valdezborough,2023-10-15,00:21,Sunny
Eve,home_activities,Walking the dog,North Donaldton,2023-10-05,22:35,Sunny
Doe,night_activities,Stargazing,Brianmouth,2023-09-30,05:17,Sunny
Jane,artistic_activities,Walking the dog,Jennifershire,2023-09-20,00:45,Sunny
Eve,home_activities,Painting ,Sandraton,2023-10-11,12:00,Rainy
Alice,outdoor_activities,Skiing ,Wilcoxview,2023-09-21,06:09,Rainy
Eve,home_activities,Hiking ,Gonzalezton,2023-09-30,23:09,Rainy
Bob,water_activities,Hiking ,Charlesborough,2023-09-29,03:37,Windy
Charlie,sports_activities,Stargazing,Danielmouth,2023-09-19,23:54,Windy
Jane,artistic_activities,Dance Class,Jacobstad,2023-09-25,17:33,Snowy
John,physical_activities,Gym Workout,Emilyton,2023-09-21,19:19,Windy
Charlie,sports_activities,Golfing,Port Richardbury,2023-10-15,09:16,Sunny
Bob,water_activities,Canoeing,South Alexis,2023-10-14,06:44,Snowy
John,physical_activities,Bowling,Gonzalezmouth,2023-09-24,19:54,Sunny
Bob,water_activities,Kayaking,Caitlinbury,2023-10-01,17:33,Rainy
Charlie,sports_activities,Potluck Dinner,West Stephanieview,2023-09-20,23:07,Windy
Bob,water_activities,Swimming,Lake Betty,2023-10-15,13:37,Sunny
Eve,home_activities,Facial Treatment,New Matthewshire,2023-10-14,10:46,Sunny
Doe,night_activities,Movie Watching,Holtchester,2023-10-06,02:57,Cloudy
Alice,outdoor_activities,Beach Volleyball,North Michael,2023-09-25,12:47,Snowy
Mallory,extreme_activities,Snowboarding ,East Taylormouth,2023-10-04,17:27,Rainy
Bob,water_activities,Kayaking,Andreachester,2023-09-30,18:22,Rainy
Jane,artistic_activities,Stargazing,Zacharyport,2023-09-22,23:58,Cloudy
Jane,artistic_activities,Hiking ,North Julie,2023-09-22,04:54,Cloudy
Mallory,extreme_activities,Hiking ,Jessicaland,2023-10-03,21:11,Rainy
Mallory,extreme_activities,Stargazing,Karenbury,2023-09-22,23:04,Sunny
Alice,outdoor_activities,Chess ,East Donna,2023-09-16,07:23,Rainy
Doe,night_activities,Walking the dog,New Ian,2023-09-17,04:00,Snowy
Bob,water_activities,Hot Spring Bath,Meyermouth,2023-09-16,17:27,Cloudy
Doe,night_activities,Stargazing,Josephstad,2023-10-07,04:25,Rainy
Alice,outdoor_activities,Stargazing,South Hannahfurt,2023-10-02,02:14,Snowy
Alice,outdoor_activities,Stargazing,North Janet,2023-09-29,04:29,Cloudy
John,physical_activities,Rugby,East Marisaland,2023-09-27,13:27,Sunny
Alice,outdoor_activities,Card Games ,Griffinport,2023-10-15,20:41,Snowy
Jane,artistic_activities,Cooking,Richardsonmouth,2023-09-16,12:15,Cloudy
John,physical_activities,Walking the dog,Powellmouth,2023-10-09,02:02,Sunny
Alice,outdoor_activities,Movie Watching,Port Billyfurt,2023-09-30,02:08,Windy
Charlie,sports_activities,Potluck Dinner,Carterton,2023-09-17,01:55,Snowy
Bob,water_activities,Walking the dog,South Stephaniemouth,2023-10-03,01:21,Cloudy
Jane,artistic_activities,Comedy Show Attendance,New Jessicaview,2023-10-04,14:29,Windy
Bob,water_activities,Sailing,Lake Erikaborough,2023-10-10,20:03,Cloudy
Jane,artistic_activities,Writing,East Stephenchester,2023-09-22,09:35,Cloudy
Mallory,extreme_activities,Stargazing,Padillatown,2023-09-29,00:41,Cloudy
Alice,outdoor_activities,Zoo Visit,North Samuelton,2023-09-28,16:59,Rainy
Jane,artistic_activities,Playing a musical instrument,Michaelshire,2023-10-15,09:33,Snowy
John,physical_activities,Spa Day  ,Evanville,2023-10-13,07:50,Snowy
Bob,water_activities,Snorkeling,Lake Katie,2023-09-29,17:15,Cloudy
Jane,artistic_activities,Wine Tasting,Lake Christopherland,2023-09-20,06:34,Snowy
Alice,outdoor_activities,Bird Watching ,Cooperborough,2023-09-20,19:29,Sunny
John,physical_activities,Rock Climbing ,Johnborough,2023-10-11,10:45,Windy
Bob,water_activities,Scuba Diving ,Hallbury,2023-10-04,08:20,Sunny
Jane,artistic_activities,Circus Attendance,North Jaimebury,2023-10-12,19:23,Rainy
Bob,water_activities,Snorkeling,North Jasonport,2023-10-07,19:38,Snowy
Alice,outdoor_activities,Walking the dog,Port Michael,2023-09-26,03:11,Snowy
Charlie,sports_activities,Dancing ,Lake Sharon,2023-10-02,07:10,Cloudy
Bob,water_activities,Walking the dog,Andrewshire,2023-09-29,21:38,Sunny
Bob,water_activities,Snorkeling,East Travisborough,2023-10-15,09:55,Rainy
Jane,artistic_activities,Walking the dog,Brownside,2023-10-07,01:30,Rainy
Alice,outdoor_activities,Walking the dog,Vincentstad,2023-09-18,05:14,Sunny
Charlie,sports_activities,Basketball,Perezshire,2023-09-27,10:03,Windy
John,physical_activities,Basketball,Watsonfurt,2023-09-25,08:45,Snowy
Jane,artistic_activities,Stargazing,New Michael,2023-09-25,00:13,Sunny
Jane,artistic_activities,Movie Watching,North Anitaside,2023-09-23,00:59,Sunny
Jane,artistic_activities,Playing a musical instrument,North Davidchester,2023-10-06,09:39,Windy
Jane,artistic_activities,Ballet Attendance,Lisamouth,2023-10-03,14:39,Rainy
Eve,home_activities,Reading ,West Joseberg,2023-09-23,12:18,Cloudy
Jane,artistic_activities,Dance Class,Lake John,2023-09-18,07:15,Cloudy
John,physical_activities,Stargazing,Mayfurt,2023-09-29,04:14,Cloudy
Charlie,sports_activities,Baseball,Lake Paul,2023-10-02,19:24,Snowy
Mallory,extreme_activities,Kayaking,Brownberg,2023-09-19,13:26,Cloudy
Charlie,sports_activities,Soccer,Dunnfurt,2023-09-16,07:57,Sunny
Eve,home_activities,Yoga ,Nicoleland,2023-09-19,10:27,Sunny
Bob,water_activities,Scuba Diving ,South Steven,2023-09-24,09:59,Cloudy
Jane,artistic_activities,Hiking ,Johnburgh,2023-09-20,22:09,Windy
Charlie,sports_activities,Walking the dog,Pricemouth,2023-10-14,22:57,Cloudy
Charlie,sports_activities,Stargazing,Brownbury,2023-09-27,21:22,Windy
Mallory,extreme_activities,Archery,Mariaville,2023-10-10,16:36,Cloudy
Doe,night_activities,Stargazing,New Joseph,2023-09-17,10:37,Cloudy
Alice,outdoor_activities,Chess ,Frederickberg,2023-09-16,09:56,Snowy
Doe,night_activities,Walking the dog,Amberhaven,2023-10-13,14:19,Snowy
Mallory,extreme_activities,Snowboarding ,Adrianburgh,2023-09-28,11:01,Rainy
Doe,night_activities,Walking the dog,North Andreatown,2023-09-16,07:31,Sunny
Charlie,sports_activities,Rugby,Robertview,2023-10-08,16:13,Snowy
Alice,outdoor_activities,Zoo Visit,Hansonhaven,2023-10-03,06:37,Windy
Jane,artistic_activities,Playing a musical instrument,North Javier,2023-10-07,16:23,Sunny
Doe,night_activities,Potluck Dinner,South Davidville,2023-09-19,22:10,Sunny
Mallory,extreme_activities,Rock Climbing ,Andersonhaven,2023-10-05,08:19,Rainy
Jane,artistic_activities,Pottery,West Lisashire,2023-09-24,13:59,Sunny
Mallory,extreme_activities,Scuba Diving ,Jacobfort,2023-10-14,13:38,Cloudy
John,physical_activities,Manicure/Pedicure,Port Brookeville,2023-09-25,19:57,Sunny
John,physical_activities,Hiking ,Bethchester,2023-09-25,05:16,Rainy
Eve,home_activities,Cooking ,Watsonmouth,2023-10-02,09:17,Sunny
John,physical_activities,Baseball,Port Kendraville,2023-09-18,10:54,Sunny
Charlie,sports_activities,Sailing,Francochester,2023-10-05,18:43,Rainy
Mallory,extreme_activities,Scuba Diving ,Charlesport,2023-09-17,11:05,Cloudy
Mallory,extreme_activities,Stargazing,Lake Daniel,2023-10-09,02:21,Windy
Eve,home_activities,Barbecue,East Michael,2023-09-26,09:31,Rainy
Jane,artistic_activities,Hiking ,Elizabethberg,2023-10-02,00:17,Windy
Charlie,sports_activities,Hiking ,Craneshire,2023-09-25,01:13,Snowy
Alice,outdoor_activities,Hiking ,North Kristafurt,2023-09-25,22:54,Sunny
Eve,home_activities,Walking the dog,Brandyhaven,2023-09-22,23:31,Windy
Mallory,extreme_activities,Movie Watching,East Molly,2023-10-02,23:10,Cloudy
Eve,home_activities,Movie Watching,North Devinberg,2023-10-07,01:55,Cloudy
Mallory,extreme_activities,Rafting,West James,2023-09-30,15:08,Rainy
Jane,artistic_activities,Coffee Tasting ,Burkebury,2023-10-13,13:14,Cloudy
Mallory,extreme_activities,Stargazing,South Angelaport,2023-10-02,02:03,Cloudy
John,physical_activities,Manicure/Pedicure,West Georgeberg,2023-09-16,11:23,Rainy
Bob,water_activities,Rafting,Joshuaville,2023-09-26,17:14,Rainy
Jane,artistic_activities,Hiking ,West Jesse,2023-09-26,00:31,Snowy
Charlie,sports_activities,Surfing,East Shannon,2023-09-16,11:07,Rainy
John,physical_activities,Movie Watching,Lake Michaelmouth,2023-10-12,21:22,Rainy
John,physical_activities,Movie Watching,West Richard,2023-09-23,00:46,Sunny
Doe,night_activities,Stargazing,Evansland,2023-10-04,20:50,Sunny
Bob,water_activities,Movie Watching,Port Jakestad,2023-09-25,01:07,Sunny
Doe,night_activities,Stargazing,Nancyfurt,2023-10-08,04:38,Windy
Eve,home_activities,Farming Activities,West Cory,2023-09-28,12:28,Rainy
John,physical_activities,Movie Watching,New Zachary,2023-09-27,05:26,Windy
Alice,outdoor_activities,Chess ,South Davidborough,2023-10-13,06:42,Cloudy
Eve,home_activities,Yoga ,East Heather,2023-09-16,19:54,Windy
John,physical_activities,Horse Riding ,Michaelhaven,2023-10-10,13:39,Windy
Eve,home_activities,Yoga ,Lake Dawnborough,2023-09-29,09:56,Rainy
Alice,outdoor_activities,Hiking ,Lake Davidborough,2023-09-28,03:42,Snowy
Jane,artistic_activities,Ballet Attendance,New Jason,2023-10-07,12:55,Windy
Charlie,sports_activities,Tennis,Cristianmouth,2023-10-11,14:02,Snowy
Mallory,extreme_activities,Stargazing,Turnerborough,2023-09-25,22:40,Snowy
Eve,home_activities,Potluck Dinner,South Daniel,2023-09-25,09:31,Rainy
Eve,home_activities,Movie Watching,Port Jameschester,2023-09-18,02:08,Sunny
John,physical_activities,Massage ,North Louismouth,2023-10-12,10:17,Windy
Bob,water_activities,Sailing,West Eric,2023-10-07,14:44,Rainy
Charlie,sports_activities,Scuba Diving ,East Heidiburgh,2023-09-27,15:46,Rainy
Bob,water_activities,Stargazing,New Gwendolynfurt,2023-10-12,21:29,Cloudy
Eve,home_activities,Barbecue,Lake Susan,2023-09-30,10:06,Windy
Doe,night_activities,Potluck Dinner,New Kyle,2023-10-13,07:12,Windy
Alice,outdoor_activities,Spa Day  ,Cameronfurt,2023-09-25,08:21,Sunny
John,physical_activities,Walking the dog,Brooksstad,2023-09-18,20:09,Rainy
Charlie,sports_activities,Tennis,Lake Carly,2023-10-05,09:43,Rainy
Alice,outdoor_activities,Potluck Dinner,West Jasonmouth,2023-09-28,03:11,Snowy
Mallory,extreme_activities,Kite Flying,Port Michelle,2023-09-25,15:04,Cloudy
Bob,water_activities,Sailing,New Nicholas,2023-10-12,11:01,Rainy
Doe,night_activities,Stargazing,Peggyview,2023-09-22,03:11,Sunny
Bob,water_activities,Walking the dog,Lake Wesleychester,2023-09-28,05:29,Windy
Doe,night_activities,Potluck Dinner,South Jamesport,2023-09-17,22:41,Snowy
Mallory,extreme_activities,Skiing ,South Markton,2023-09-28,17:02,Rainy
Jane,artistic_activities,Cooking Class,Reynoldsport,2023-10-01,12:29,Windy
Jane,artistic_activities,Movie Watching,Chadbury,2023-10-08,01:46,Snowy
Eve,home_activities,Stargazing,North Anthonyville,2023-09-17,03:47,Snowy
Alice,outdoor_activities,Card Games ,Langhaven,2023-10-13,16:20,Sunny
Doe,night_activities,Stargazing,Port Brian,2023-10-13,09:59,Snowy
Mallory,extreme_activities,Movie Watching,Robertsonhaven,2023-10-09,01:40,Cloudy
Charlie,sports_activities,Fencing,Johnsonberg,2023-09-20,12:06,Cloudy
Alice,outdoor_activities,Bird Watching ,Josephchester,2023-10-05,14:13,Cloudy
Bob,water_activities,Scuba Diving ,Montgomerybury,2023-09-17,16:05,Cloudy
Charlie,sports_activities,Snowboarding ,Hannaland,2023-10-01,20:38,Sunny
Doe,night_activities,Potluck Dinner,Alvarezbury,2023-09-26,09:47,Windy
Jane,artistic_activities,Potluck Dinner,Garyview,2023-10-13,21:09,Snowy
John,physical_activities,Snowboarding,West Jacqueline,2023-10-02,14:23,Cloudy
John,physical_activities,Movie Watching,Matthewmouth,2023-09-19,00:30,Windy
Alice,outdoor_activities,Archery ,Delgadoberg,2023-09-27,19:53,Cloudy
Charlie,sports_activities,Baseball,Andreabury,2023-10-07,16:49,Rainy
Charlie,sports_activities,Fencing,West Tammyton,2023-09-29,09:21,Rainy
Bob,water_activities,Stargazing,East Alexandraberg,2023-09-27,01:08,Snowy
Mallory,extreme_activities,Potluck Dinner,Kristineton,2023-10-11,04:10,Windy
Jane,artistic_activities,Potluck Dinner,Erikaville,2023-09-22,22:20,Snowy
Bob,water_activities,Sailing,North Jessicastad,2023-10-13,08:22,Windy
John,physical_activities,Walking the dog,Jennifermouth,2023-09-21,00:31,Windy
John,physical_activities,Walking the dog,Ronaldborough,2023-09-27,10:05,Cloudy
Jane,artistic_activities,Sewing,Ellishaven,2023-09-27,10:53,Rainy
Doe,night_activities,Movie Watching,Lake Jonathan,2023-09-24,16:27,Snowy
Doe,night_activities,Potluck Dinner,North Alexander,2023-10-07,01:27,Snowy
Alice,outdoor_activities,Walking the dog,East Jennifer,2023-09-21,09:44,Rainy
Charlie,sports_activities,Gym Workout ,Christytown,2023-10-09,06:14,Sunny
Bob,water_activities,Whale Watching,West Alishaburgh,2023-10-10,14:40,Cloudy
Eve,home_activities,Writing,New Jessica,2023-10-05,19:37,Rainy
Charlie,sports_activities,Beach Volleyball,Owensside,2023-09-18,08:13,Snowy
Doe,night_activities,Stargazing,North Christopher,2023-10-10,16:52,Snowy
Charlie,sports_activities,Beach Volleyball,Trevinotown,2023-09-27,14:01,Rainy
Bob,water_activities,Walking the dog,Gonzalezfort,2023-09-20,01:28,Cloudy
John,physical_activities,Ice Skating,Lake Nicoleside,2023-10-08,10:35,Cloudy
Charlie,sports_activities,Stargazing,Schwartzfurt,2023-09-27,00:09,Cloudy
Jane,artistic_activities,Writing,Port Elizabethville,2023-09-21,07:28,Cloudy
Doe,night_activities,Movie Watching,Powersshire,2023-10-12,18:35,Rainy
Charlie,sports_activities,Basketball,Aprilchester,2023-10-06,06:15,Cloudy
Alice,outdoor_activities,Canoeing ,Port Zachary,2023-09-21,09:36,Snowy
Eve,home_activities,Hiking ,Englishhaven,2023-10-10,21:23,Sunny
Eve,home_activities,Movie Watching,North Alex,2023-09-20,22:04,Rainy
John,physical_activities,Rock Climbing ,Adamsfurt,2023-10-09,19:19,Sunny
Bob,water_activities,Canoeing,Alvareztown,2023-10-03,18:51,Sunny
Eve,home_activities,Chess ,Nguyenfort,2023-09-22,14:27,Rainy
Charlie,sports_activities,Basketball,Moorestad,2023-10-11,20:49,Windy
Charlie,sports_activities,Hiking ,North Taraport,2023-10-13,01:24,Cloudy
John,physical_activities,Beach Volleyball,North Jaredshire,2023-09-22,13:45,Windy
Bob,water_activities,Stargazing,South Clintonfurt,2023-09-26,21:59,Sunny
Jane,artistic_activities,Hiking ,East Joshuachester,2023-10-13,01:46,Sunny
Mallory,extreme_activities,Movie Watching,Martinezfurt,2023-09-30,05:29,Rainy
Mallory,extreme_activities,Scuba Diving ,Amandafort,2023-09-29,16:21,Cloudy
Eve,home_activities,Gardening ,North Natashachester,2023-09-22,15:13,Windy
Jane,artistic_activities,Movie Watching,New Michael,2023-10-11,05:12,Cloudy
Bob,water_activities,Stargazing,New Jennifer,2023-10-12,04:28,Windy
Eve,home_activities,Farming Activities,Lake Nancyburgh,2023-10-04,10:30,Sunny
Mallory,extreme_activities,Potluck Dinner,New Christinetown,2023-10-06,05:25,Cloudy
Jane,artistic_activities,Stargazing,West Danielborough,2023-10-11,23:14,Rainy
John,physical_activities,Rock Climbing ,South Traci,2023-09-23,06:06,Sunny
Mallory,extreme_activities,Rafting,East Susanside,2023-09-23,09:33,Cloudy
Charlie,sports_activities,Kite Flying,Lake Cynthiaview,2023-09-16,09:44,Snowy
Doe,night_activities,Potluck Dinner,West Matthew,2023-09-19,07:24,Rainy
Mallory,extreme_activities,Potluck Dinner,Jerrymouth,2023-10-03,23:26,Cloudy
Eve,home_activities,Board Games ,Lisaburgh,2023-10-05,19:11,Snowy
Eve,home_activities,Yoga ,Martinside,2023-10-09,15:09,Cloudy
Bob,water_activities,Stargazing,Morenoborough,2023-09-25,02:36,Sunny
Alice,outdoor_activities,Walking the dog,Johnsonside,2023-10-07,07:33,Cloudy
John,physical_activities,Spa Day  ,Cooperville,2023-09-23,20:49,Rainy
Doe,night_activities,Walking the dog,Palmerfurt,2023-09-18,02:16,Rainy
Mallory,extreme_activities,Skiing ,South Gwendolynview,2023-10-15,10:01,Windy
Charlie,sports_activities,Potluck Dinner,West Alexanderfurt,2023-09-19,01:37,Snowy
Mallory,extreme_activities,Stargazing,Janettown,2023-09-22,01:30,Rainy
Jane,artistic_activities,Walking the dog,Jesushaven,2023-10-07,00:08,Snowy
John,physical_activities,Hiking ,North Sandra,2023-09-21,02:19,Windy
Jane,artistic_activities,Concert Attendance,South Cheyenne,2023-09-21,12:08,Cloudy
John,physical_activities,Potluck Dinner,Scottberg,2023-10-11,02:31,Rainy
Charlie,sports_activities,Golfing,South Bradleyfort,2023-09-28,06:42,Sunny
Charlie,sports_activities,Beach Volleyball,Port Laurieborough,2023-09-18,10:07,Windy
Eve,home_activities,Stargazing,Michaelfort,2023-10-11,23:58,Snowy
John,physical_activities,Horse Riding ,Lake Timothy,2023-10-12,17:36,Sunny
Mallory,extreme_activities,Hiking ,Brownfort,2023-10-15,04:18,Sunny
Alice,outdoor_activities,Volunteering Activities ,Wellston,2023-10-03,06:47,Cloudy
Doe,night_activities,Hiking ,North Stephanie,2023-09-26,17:46,Snowy
Bob,water_activities,Whale Watching,West Cassandratown,2023-09-21,06:00,Sunny
Doe,night_activities,Hiking ,Carlberg,2023-10-05,15:58,Windy
Alice,outdoor_activities,Whale Watching,Murrayberg,2023-10-12,15:01,Windy
Mallory,extreme_activities,Potluck Dinner,Espinozaside,2023-10-14,21:17,Snowy
Alice,outdoor_activities,Kite Flying,South Angelica,2023-09-28,18:02,Rainy
Alice,outdoor_activities,Stargazing,West Javier,2023-09-21,04:02,Windy
Alice,outdoor_activities,Aquarium Visit,Guzmanchester,2023-10-14,13:07,Sunny
Bob,water_activities,Hot Spring Bath,West Kyle,2023-09-19,13:01,Cloudy
John,physical_activities,Roller Skating,Jeffreyport,2023-10-02,08:39,Sunny
Eve,home_activities,Movie Watching,Robertberg,2023-09-29,23:32,Cloudy
Doe,night_activities,Walking the dog,Lake Randallfort,2023-09-17,20:34,Sunny
Bob,water_activities,Potluck Dinner,West Brendatown,2023-10-01,01:07,Snowy
Doe,night_activities,Hiking ,West Mariefurt,2023-10-08,04:00,Windy
Alice,outdoor_activities,Potluck Dinner,Hannahville,2023-10-03,03:50,Rainy
Bob,water_activities,Kayaking,Port Nicolestad,2023-10-02,19:54,Sunny
Eve,home_activities,Drawing ,Sullivanburgh,2023-09-29,08:39,Windy
Eve,home_activities,Movie Watching,Deborahshire,2023-10-05,23:24,Windy
Doe,night_activities,Potluck Dinner,Port Benjamin,2023-10-10,09:25,Rainy
John,physical_activities,Sauna  ,Paynetown,2023-09-25,13:02,Rainy
Alice,outdoor_activities,Hiking ,Kaylamouth,2023-09-16,01:54,Rainy
Bob,water_activities,Whale Watching,Cobbland,2023-09-28,13:56,Cloudy
Doe,night_activities,Hiking ,New Johnville,2023-10-11,00:45,Sunny
John,physical_activities,Walking the dog,North Robin,2023-09-28,23:24,Cloudy
Charlie,sports_activities,Walking the dog,Thompsonchester,2023-10-04,22:55,Cloudy
Alice,outdoor_activities,Stargazing,West Peter,2023-09-25,01:24,Cloudy
Jane,artistic_activities,Stargazing,Berryview,2023-09-18,21:54,Cloudy
Doe,night_activities,Walking the dog,Port Christinachester,2023-09-30,03:30,Windy
Charlie,sports_activities,Potluck Dinner,West Tammymouth,2023-10-12,05:13,Windy
Bob,water_activities,Scuba Diving ,Lake Kristen,2023-09-20,07:44,Cloudy
Charlie,sports_activities,Walking the dog,Williammouth,2023-09-26,22:44,Rainy
Alice,outdoor_activities,Movie Watching,North Michelleburgh,2023-10-05,21:09,Rainy
Bob,water_activities,Stargazing,Danabury,2023-09-19,22:04,Sunny
Jane,artistic_activities,Hiking ,South Jose,2023-09-17,22:31,Snowy
Charlie,sports_activities,Beach Volleyball,Johnburgh,2023-09-22,20:16,Windy
Jane,artistic_activities,Antique Shopping,Lake Theresafort,2023-10-02,10:12,Cloudy
Jane,artistic_activities,Tea Ceremony,Thomasstad,2023-10-14,11:43,Rainy
Bob,water_activities,Swimming,Townsendtown,2023-10-06,07:39,Sunny
